Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
47,48,5,6,42,43,13,Train/13/00013_00046_00013.png
48,48,6,6,43,43,13,Train/13/00013_00046_00014.png
48,50,5,6,43,45,13,Train/13/00013_00046_00015.png
48,50,5,6,43,45,13,Train/13/00013_00046_00016.png
54,55,5,6,49,50,13,Train/13/00013_00046_00017.png
54,54,5,5,49,49,13,Train/13/00013_00046_00018.png
58,57,6,6,53,52,13,Train/13/00013_00046_00019.png
59,60,5,6,54,55,13,Train/13/00013_00046_00020.png
63,62,6,6,58,57,13,Train/13/00013_00046_00021.png
68,63,7,5,62,58,13,Train/13/00013_00046_00022.png
75,71,7,6,69,65,13,Train/13/00013_00046_00023.png
76,74,6,7,70,68,13,Train/13/00013_00046_00024.png
84,80,8,7,77,73,13,Train/13/00013_00046_00025.png
89,84,8,7,82,77,13,Train/13/00013_00046_00026.png
96,92,8,8,88,84,13,Train/13/00013_00046_00027.png
105,97,10,9,96,89,13,Train/13/00013_00046_00028.png
117,106,11,10,107,97,13,Train/13/00013_00046_00029.png
58,52,6,6,53,47,13,Train/13/00013_00047_00000.png
59,53,5,5,54,48,13,Train/13/00013_00047_00001.png
61,53,5,5,56,48,13,Train/13/00013_00047_00002.png
61,53,5,5,56,48,13,Train/13/00013_00047_00003.png
62,54,5,5,57,49,13,Train/13/00013_00047_00004.png
62,55,5,6,57,50,13,Train/13/00013_00047_00005.png
62,56,5,6,57,51,13,Train/13/00013_00047_00006.png
63,57,6,5,58,52,13,Train/13/00013_00047_00007.png
68,59,7,5,62,54,13,Train/13/00013_00047_00008.png
68,59,7,5,62,54,13,Train/13/00013_00047_00009.png
71,60,7,5,65,55,13,Train/13/00013_00047_00010.png
74,62,7,5,68,57,13,Train/13/00013_00047_00011.png
74,63,7,6,68,58,13,Train/13/00013_00047_00012.png
74,64,7,6,68,59,13,Train/13/00013_00047_00013.png
74,67,7,6,68,61,13,Train/13/00013_00047_00014.png
81,70,7,6,74,64,13,Train/13/00013_00047_00015.png
81,70,7,6,74,64,13,Train/13/00013_00047_00016.png
81,73,7,7,74,67,13,Train/13/00013_00047_00017.png
81,73,7,7,74,67,13,Train/13/00013_00047_00018.png
87,75,7,6,80,69,13,Train/13/00013_00047_00019.png
93,80,8,7,85,73,13,Train/13/00013_00047_00020.png
94,81,8,7,86,74,13,Train/13/00013_00047_00021.png
95,83,8,8,87,76,13,Train/13/00013_00047_00022.png
98,86,8,7,90,79,13,Train/13/00013_00047_00023.png
104,92,10,8,95,84,13,Train/13/00013_00047_00024.png
110,96,10,8,101,88,13,Train/13/00013_00047_00025.png
116,101,10,9,106,93,13,Train/13/00013_00047_00026.png
118,104,10,9,108,95,13,Train/13/00013_00047_00027.png
123,109,10,10,113,100,13,Train/13/00013_00047_00028.png
137,118,12,10,126,108,13,Train/13/00013_00047_00029.png
45,43,5,5,40,38,13,Train/13/00013_00048_00000.png
48,45,6,5,43,40,13,Train/13/00013_00048_00001.png
49,45,6,5,44,40,13,Train/13/00013_00048_00002.png
49,46,5,6,43,41,13,Train/13/00013_00048_00003.png
50,45,6,5,45,40,13,Train/13/00013_00048_00004.png
53,48,6,6,47,43,13,Train/13/00013_00048_00005.png
53,50,5,5,48,44,13,Train/13/00013_00048_00006.png
53,50,5,5,48,44,13,Train/13/00013_00048_00007.png
55,51,6,5,50,46,13,Train/13/00013_00048_00008.png
57,53,6,5,52,48,13,Train/13/00013_00048_00009.png
57,54,5,5,52,49,13,Train/13/00013_00048_00010.png
59,56,6,6,54,51,13,Train/13/00013_00048_00011.png
60,57,5,5,55,51,13,Train/13/00013_00048_00012.png
63,58,5,5,58,53,13,Train/13/00013_00048_00013.png
69,61,7,5,62,55,13,Train/13/00013_00048_00014.png
69,63,6,6,63,58,13,Train/13/00013_00048_00015.png
72,64,7,5,66,59,13,Train/13/00013_00048_00016.png
73,70,6,7,67,63,13,Train/13/00013_00048_00017.png
77,71,7,6,71,65,13,Train/13/00013_00048_00018.png
82,75,8,7,75,69,13,Train/13/00013_00048_00019.png
82,75,8,7,75,69,13,Train/13/00013_00048_00020.png
84,78,7,7,76,71,13,Train/13/00013_00048_00021.png
85,81,7,8,78,74,13,Train/13/00013_00048_00022.png
86,82,8,8,79,74,13,Train/13/00013_00048_00023.png
86,81,7,7,78,74,13,Train/13/00013_00048_00024.png
90,84,8,8,82,77,13,Train/13/00013_00048_00025.png
94,88,8,7,86,80,13,Train/13/00013_00048_00026.png
98,93,8,8,90,85,13,Train/13/00013_00048_00027.png
101,96,9,8,93,88,13,Train/13/00013_00048_00028.png
106,100,9,8,97,92,13,Train/13/00013_00048_00029.png
29,27,5,6,24,21,13,Train/13/00013_00049_00000.png
31,28,6,6,26,23,13,Train/13/00013_00049_00001.png
32,29,5,6,27,24,13,Train/13/00013_00049_00002.png
34,28,6,5,29,23,13,Train/13/00013_00049_00003.png
33,28,5,5,28,23,13,Train/13/00013_00049_00004.png
34,30,6,6,28,25,13,Train/13/00013_00049_00005.png
34,31,5,6,29,26,13,Train/13/00013_00049_00006.png
35,32,5,6,30,26,13,Train/13/00013_00049_00007.png
38,33,6,6,32,27,13,Train/13/00013_00049_00008.png
38,32,6,5,33,27,13,Train/13/00013_00049_00009.png
37,32,5,5,32,27,13,Train/13/00013_00049_00010.png
40,35,6,6,35,30,13,Train/13/00013_00049_00011.png
41,36,6,5,36,31,13,Train/13/00013_00049_00012.png
43,38,6,6,38,33,13,Train/13/00013_00049_00013.png
43,39,6,6,38,34,13,Train/13/00013_00049_00014.png
47,39,6,5,41,34,13,Train/13/00013_00049_00015.png
47,42,5,5,41,37,13,Train/13/00013_00049_00016.png
49,45,5,5,44,39,13,Train/13/00013_00049_00017.png
53,47,6,5,48,42,13,Train/13/00013_00049_00018.png
56,51,5,5,50,45,13,Train/13/00013_00049_00019.png
60,55,5,6,55,50,13,Train/13/00013_00049_00020.png
64,59,6,6,58,54,13,Train/13/00013_00049_00021.png
70,62,7,5,64,57,13,Train/13/00013_00049_00022.png
75,69,7,6,69,62,13,Train/13/00013_00049_00023.png
84,74,8,7,77,68,13,Train/13/00013_00049_00024.png
93,83,8,8,84,75,13,Train/13/00013_00049_00025.png
103,89,9,8,94,82,13,Train/13/00013_00049_00026.png
116,99,11,8,106,91,13,Train/13/00013_00049_00027.png
129,110,11,9,118,101,13,Train/13/00013_00049_00028.png
146,128,12,11,133,116,13,Train/13/00013_00049_00029.png
26,28,6,6,21,23,13,Train/13/00013_00050_00000.png
27,29,6,6,22,24,13,Train/13/00013_00050_00001.png
27,30,5,6,22,25,13,Train/13/00013_00050_00002.png
26,28,5,5,21,23,13,Train/13/00013_00050_00003.png
27,28,6,6,21,23,13,Train/13/00013_00050_00004.png
27,28,6,5,22,23,13,Train/13/00013_00050_00005.png
29,30,6,6,23,24,13,Train/13/00013_00050_00006.png
28,30,5,6,22,24,13,Train/13/00013_00050_00007.png
30,30,6,5,25,25,13,Train/13/00013_00050_00008.png
31,33,5,6,26,28,13,Train/13/00013_00050_00009.png
31,34,6,6,26,28,13,Train/13/00013_00050_00010.png
32,35,5,6,27,30,13,Train/13/00013_00050_00011.png
37,39,6,6,31,34,13,Train/13/00013_00050_00012.png
39,40,6,5,34,34,13,Train/13/00013_00050_00013.png
41,43,6,5,35,37,13,Train/13/00013_00050_00014.png
42,46,6,6,37,41,13,Train/13/00013_00050_00015.png
46,49,6,5,41,43,13,Train/13/00013_00050_00016.png
50,53,6,6,45,48,13,Train/13/00013_00050_00017.png
53,54,6,5,48,49,13,Train/13/00013_00050_00018.png
57,58,5,5,52,53,13,Train/13/00013_00050_00019.png
60,63,5,5,55,58,13,Train/13/00013_00050_00020.png
64,67,5,6,59,61,13,Train/13/00013_00050_00021.png
71,73,7,7,64,67,13,Train/13/00013_00050_00022.png
75,75,7,6,69,69,13,Train/13/00013_00050_00023.png
77,82,7,7,71,75,13,Train/13/00013_00050_00024.png
87,88,8,8,80,81,13,Train/13/00013_00050_00025.png
93,92,9,8,85,84,13,Train/13/00013_00050_00026.png
95,97,8,9,87,89,13,Train/13/00013_00050_00027.png
99,104,8,10,91,95,13,Train/13/00013_00050_00028.png
106,108,9,10,97,99,13,Train/13/00013_00050_00029.png
32,30,6,6,27,25,13,Train/13/00013_00051_00000.png
33,30,6,5,28,25,13,Train/13/00013_00051_00001.png
32,30,5,5,27,25,13,Train/13/00013_00051_00002.png
34,31,5,6,29,26,13,Train/13/00013_00051_00003.png
35,31,5,6,30,26,13,Train/13/00013_00051_00004.png
35,31,5,6,30,26,13,Train/13/00013_00051_00005.png
35,30,6,5,30,25,13,Train/13/00013_00051_00006.png
35,35,6,5,30,29,13,Train/13/00013_00051_00007.png
37,33,6,5,32,28,13,Train/13/00013_00051_00008.png
37,37,5,6,32,32,13,Train/13/00013_00051_00009.png
38,36,5,5,33,31,13,Train/13/00013_00051_00010.png
40,38,5,5,35,33,13,Train/13/00013_00051_00011.png
41,40,5,5,36,34,13,Train/13/00013_00051_00012.png
43,40,6,5,38,35,13,Train/13/00013_00051_00013.png
45,42,6,6,40,37,13,Train/13/00013_00051_00014.png
46,44,5,6,41,39,13,Train/13/00013_00051_00015.png
48,44,6,5,43,39,13,Train/13/00013_00051_00016.png
49,45,6,5,44,40,13,Train/13/00013_00051_00017.png
51,47,6,6,45,42,13,Train/13/00013_00051_00018.png
53,50,5,5,47,44,13,Train/13/00013_00051_00019.png
56,52,5,5,51,47,13,Train/13/00013_00051_00020.png
60,55,6,5,55,50,13,Train/13/00013_00051_00021.png
67,61,6,6,61,56,13,Train/13/00013_00051_00022.png
72,68,6,7,66,62,13,Train/13/00013_00051_00023.png
77,71,7,6,71,64,13,Train/13/00013_00051_00024.png
82,75,7,7,75,69,13,Train/13/00013_00051_00025.png
92,83,9,7,84,76,13,Train/13/00013_00051_00026.png
99,93,8,8,91,85,13,Train/13/00013_00051_00027.png
108,99,10,8,99,91,13,Train/13/00013_00051_00028.png
116,105,11,9,106,96,13,Train/13/00013_00051_00029.png
26,26,5,5,20,21,13,Train/13/00013_00052_00000.png
28,27,6,5,22,22,13,Train/13/00013_00052_00001.png
28,29,5,5,23,24,13,Train/13/00013_00052_00002.png
30,30,5,6,24,24,13,Train/13/00013_00052_00003.png
32,30,6,6,26,25,13,Train/13/00013_00052_00004.png
31,29,5,5,26,24,13,Train/13/00013_00052_00005.png
32,31,5,6,27,26,13,Train/13/00013_00052_00006.png
32,29,5,5,27,24,13,Train/13/00013_00052_00007.png
35,30,6,5,30,25,13,Train/13/00013_00052_00008.png
36,32,6,5,31,26,13,Train/13/00013_00052_00009.png
37,34,5,6,32,29,13,Train/13/00013_00052_00010.png
38,33,6,5,33,28,13,Train/13/00013_00052_00011.png
38,35,5,5,33,29,13,Train/13/00013_00052_00012.png
42,37,6,6,37,32,13,Train/13/00013_00052_00013.png
43,39,5,5,37,33,13,Train/13/00013_00052_00014.png
43,41,5,6,38,36,13,Train/13/00013_00052_00015.png
47,41,6,5,42,36,13,Train/13/00013_00052_00016.png
47,42,5,6,41,37,13,Train/13/00013_00052_00017.png
48,43,5,5,43,38,13,Train/13/00013_00052_00018.png
50,46,5,6,45,41,13,Train/13/00013_00052_00019.png
55,49,6,6,49,44,13,Train/13/00013_00052_00020.png
56,50,5,5,51,45,13,Train/13/00013_00052_00021.png
60,53,6,5,54,48,13,Train/13/00013_00052_00022.png
62,57,5,6,57,52,13,Train/13/00013_00052_00023.png
68,59,6,5,61,53,13,Train/13/00013_00052_00024.png
71,62,6,5,64,56,13,Train/13/00013_00052_00025.png
73,64,7,6,67,59,13,Train/13/00013_00052_00026.png
77,69,6,6,70,63,13,Train/13/00013_00052_00027.png
86,74,7,6,78,68,13,Train/13/00013_00052_00028.png
97,86,8,8,89,79,13,Train/13/00013_00052_00029.png
37,37,5,5,32,32,13,Train/13/00013_00053_00000.png
38,39,5,6,32,33,13,Train/13/00013_00053_00001.png
39,38,6,5,34,33,13,Train/13/00013_00053_00002.png
39,40,5,6,34,35,13,Train/13/00013_00053_00003.png
43,42,6,6,38,37,13,Train/13/00013_00053_00004.png
45,43,6,6,40,38,13,Train/13/00013_00053_00005.png
47,43,5,5,42,38,13,Train/13/00013_00053_00006.png
49,45,6,6,43,39,13,Train/13/00013_00053_00007.png
48,46,5,6,43,40,13,Train/13/00013_00053_00008.png
50,46,6,6,45,41,13,Train/13/00013_00053_00009.png
50,46,5,5,44,41,13,Train/13/00013_00053_00010.png
50,49,5,6,45,44,13,Train/13/00013_00053_00011.png
56,52,5,6,51,46,13,Train/13/00013_00053_00012.png
60,52,6,5,55,47,13,Train/13/00013_00053_00013.png
62,54,6,5,57,49,13,Train/13/00013_00053_00014.png
63,57,5,6,58,52,13,Train/13/00013_00053_00015.png
68,60,7,6,62,55,13,Train/13/00013_00053_00016.png
72,63,7,6,65,58,13,Train/13/00013_00053_00017.png
72,65,6,6,66,60,13,Train/13/00013_00053_00018.png
77,70,7,6,71,64,13,Train/13/00013_00053_00019.png
82,74,7,6,75,68,13,Train/13/00013_00053_00020.png
86,77,8,7,78,71,13,Train/13/00013_00053_00021.png
92,83,8,7,84,76,13,Train/13/00013_00053_00022.png
98,89,8,7,90,81,13,Train/13/00013_00053_00023.png
105,94,10,9,96,86,13,Train/13/00013_00053_00024.png
110,100,9,9,101,92,13,Train/13/00013_00053_00025.png
115,105,10,10,105,96,13,Train/13/00013_00053_00026.png
123,113,10,10,112,103,13,Train/13/00013_00053_00027.png
137,124,12,10,126,113,13,Train/13/00013_00053_00028.png
147,134,12,12,135,122,13,Train/13/00013_00053_00029.png
63,58,5,6,58,53,13,Train/13/00013_00054_00000.png
62,60,5,6,57,55,13,Train/13/00013_00054_00001.png
65,61,6,6,60,56,13,Train/13/00013_00054_00002.png
67,62,6,6,61,56,13,Train/13/00013_00054_00003.png
70,63,7,6,64,58,13,Train/13/00013_00054_00004.png
72,69,6,7,65,62,13,Train/13/00013_00054_00005.png
75,71,7,7,68,65,13,Train/13/00013_00054_00006.png
75,71,7,6,69,65,13,Train/13/00013_00054_00007.png
76,74,6,7,70,68,13,Train/13/00013_00054_00008.png
81,74,8,6,73,68,13,Train/13/00013_00054_00009.png
81,75,7,6,74,69,13,Train/13/00013_00054_00010.png
82,76,7,6,75,70,13,Train/13/00013_00054_00011.png
85,82,7,8,77,74,13,Train/13/00013_00054_00012.png
89,85,8,8,81,77,13,Train/13/00013_00054_00013.png
92,87,8,7,84,79,13,Train/13/00013_00054_00014.png
95,88,9,7,87,81,13,Train/13/00013_00054_00015.png
99,93,9,8,90,85,13,Train/13/00013_00054_00016.png
103,98,9,9,94,90,13,Train/13/00013_00054_00017.png
108,104,10,10,99,95,13,Train/13/00013_00054_00018.png
113,108,10,10,104,99,13,Train/13/00013_00054_00019.png
118,110,11,10,107,101,13,Train/13/00013_00054_00020.png
122,117,10,11,111,107,13,Train/13/00013_00054_00021.png
130,123,12,11,119,112,13,Train/13/00013_00054_00022.png
134,127,11,11,123,116,13,Train/13/00013_00054_00023.png
137,129,12,11,126,118,13,Train/13/00013_00054_00024.png
143,133,12,11,131,122,13,Train/13/00013_00054_00025.png
153,142,14,13,139,130,13,Train/13/00013_00054_00026.png
158,149,13,13,145,137,13,Train/13/00013_00054_00027.png
164,154,14,14,149,141,13,Train/13/00013_00054_00028.png
172,161,14,14,157,148,13,Train/13/00013_00054_00029.png
43,41,5,5,38,36,13,Train/13/00013_00055_00000.png
42,40,5,5,37,35,13,Train/13/00013_00055_00001.png
42,41,5,6,37,36,13,Train/13/00013_00055_00002.png
45,43,6,6,40,38,13,Train/13/00013_00055_00003.png
45,40,6,6,40,35,13,Train/13/00013_00055_00004.png
43,40,5,5,38,35,13,Train/13/00013_00055_00005.png
43,40,5,5,38,35,13,Train/13/00013_00055_00006.png
43,40,5,5,38,35,13,Train/13/00013_00055_00007.png
44,42,5,6,39,37,13,Train/13/00013_00055_00008.png
45,40,6,5,40,35,13,Train/13/00013_00055_00009.png
45,42,5,5,40,37,13,Train/13/00013_00055_00010.png
45,42,5,6,40,37,13,Train/13/00013_00055_00011.png
48,42,6,5,43,37,13,Train/13/00013_00055_00012.png
47,44,5,5,42,39,13,Train/13/00013_00055_00013.png
48,43,6,5,43,38,13,Train/13/00013_00055_00014.png
49,46,5,5,44,41,13,Train/13/00013_00055_00015.png
50,46,6,5,45,41,13,Train/13/00013_00055_00016.png
53,50,6,6,48,45,13,Train/13/00013_00055_00017.png
53,51,5,6,48,46,13,Train/13/00013_00055_00018.png
58,53,6,5,53,48,13,Train/13/00013_00055_00019.png
60,55,6,6,55,50,13,Train/13/00013_00055_00020.png
64,58,6,5,59,53,13,Train/13/00013_00055_00021.png
69,60,6,5,63,55,13,Train/13/00013_00055_00022.png
75,68,7,6,69,62,13,Train/13/00013_00055_00023.png
82,73,8,7,75,67,13,Train/13/00013_00055_00024.png
89,81,8,8,82,74,13,Train/13/00013_00055_00025.png
100,91,8,8,92,83,13,Train/13/00013_00055_00026.png
117,104,11,9,107,95,13,Train/13/00013_00055_00027.png
141,123,13,11,129,113,13,Train/13/00013_00055_00028.png
165,144,14,13,151,132,13,Train/13/00013_00055_00029.png
47,43,5,5,42,38,13,Train/13/00013_00056_00000.png
48,45,6,6,43,40,13,Train/13/00013_00056_00001.png
48,44,5,5,42,39,13,Train/13/00013_00056_00002.png
48,45,5,5,43,40,13,Train/13/00013_00056_00003.png
49,47,5,6,44,42,13,Train/13/00013_00056_00004.png
50,48,5,5,45,43,13,Train/13/00013_00056_00005.png
50,49,5,6,45,44,13,Train/13/00013_00056_00006.png
52,49,6,5,47,43,13,Train/13/00013_00056_00007.png
53,50,5,6,48,45,13,Train/13/00013_00056_00008.png
54,50,6,5,48,44,13,Train/13/00013_00056_00009.png
52,49,5,5,47,44,13,Train/13/00013_00056_00010.png
53,51,5,6,47,46,13,Train/13/00013_00056_00011.png
55,52,6,6,50,47,13,Train/13/00013_00056_00012.png
55,53,5,6,49,48,13,Train/13/00013_00056_00013.png
55,52,5,5,50,47,13,Train/13/00013_00056_00014.png
56,54,5,5,51,48,13,Train/13/00013_00056_00015.png
58,53,6,5,53,48,13,Train/13/00013_00056_00016.png
56,53,5,5,51,47,13,Train/13/00013_00056_00017.png
56,53,5,6,51,48,13,Train/13/00013_00056_00018.png
58,53,5,5,52,48,13,Train/13/00013_00056_00019.png
58,54,5,5,53,49,13,Train/13/00013_00056_00020.png
60,56,6,5,55,50,13,Train/13/00013_00056_00021.png
61,56,6,5,56,51,13,Train/13/00013_00056_00022.png
63,58,6,5,58,52,13,Train/13/00013_00056_00023.png
64,60,5,6,58,55,13,Train/13/00013_00056_00024.png
65,59,6,5,60,54,13,Train/13/00013_00056_00025.png
69,60,7,5,62,55,13,Train/13/00013_00056_00026.png
68,60,6,5,61,55,13,Train/13/00013_00056_00027.png
69,63,6,6,63,58,13,Train/13/00013_00056_00028.png
70,63,6,5,64,58,13,Train/13/00013_00056_00029.png
73,64,6,6,66,59,13,Train/13/00013_00057_00000.png
73,64,6,6,67,59,13,Train/13/00013_00057_00001.png
74,64,6,6,68,59,13,Train/13/00013_00057_00002.png
76,68,7,7,70,62,13,Train/13/00013_00057_00003.png
77,68,7,6,71,62,13,Train/13/00013_00057_00004.png
80,71,7,6,73,64,13,Train/13/00013_00057_00005.png
81,72,7,7,74,66,13,Train/13/00013_00057_00006.png
82,75,7,7,75,68,13,Train/13/00013_00057_00007.png
83,74,7,6,76,68,13,Train/13/00013_00057_00008.png
85,76,7,6,78,70,13,Train/13/00013_00057_00009.png
86,80,7,8,79,73,13,Train/13/00013_00057_00010.png
89,82,7,8,81,75,13,Train/13/00013_00057_00011.png
93,82,9,7,85,75,13,Train/13/00013_00057_00012.png
96,85,9,7,87,77,13,Train/13/00013_00057_00013.png
97,87,9,8,89,80,13,Train/13/00013_00057_00014.png
100,89,8,8,92,82,13,Train/13/00013_00057_00015.png
107,93,10,8,97,85,13,Train/13/00013_00057_00016.png
109,95,10,8,99,87,13,Train/13/00013_00057_00017.png
111,98,10,8,102,90,13,Train/13/00013_00057_00018.png
112,99,10,8,103,91,13,Train/13/00013_00057_00019.png
117,104,11,9,106,95,13,Train/13/00013_00057_00020.png
118,107,11,10,108,98,13,Train/13/00013_00057_00021.png
122,109,11,9,112,100,13,Train/13/00013_00057_00022.png
124,110,11,9,114,101,13,Train/13/00013_00057_00023.png
130,116,11,10,119,106,13,Train/13/00013_00057_00024.png
134,119,12,11,123,109,13,Train/13/00013_00057_00025.png
141,124,12,11,128,114,13,Train/13/00013_00057_00026.png
143,129,12,12,131,117,13,Train/13/00013_00057_00027.png
150,133,13,12,137,122,13,Train/13/00013_00057_00028.png
153,136,13,12,140,124,13,Train/13/00013_00057_00029.png
27,25,6,5,22,20,13,Train/13/00013_00058_00000.png
27,27,5,5,22,21,13,Train/13/00013_00058_00001.png
29,27,6,5,24,22,13,Train/13/00013_00058_00002.png
29,27,6,5,24,22,13,Train/13/00013_00058_00003.png
29,28,6,6,24,23,13,Train/13/00013_00058_00004.png
29,29,5,6,24,24,13,Train/13/00013_00058_00005.png
30,28,6,5,25,23,13,Train/13/00013_00058_00006.png
30,29,6,6,25,23,13,Train/13/00013_00058_00007.png
31,32,5,6,26,27,13,Train/13/00013_00058_00008.png
33,32,6,5,28,27,13,Train/13/00013_00058_00009.png
33,32,6,5,28,27,13,Train/13/00013_00058_00010.png
34,34,5,5,28,29,13,Train/13/00013_00058_00011.png
36,37,5,6,30,31,13,Train/13/00013_00058_00012.png
38,36,6,5,32,31,13,Train/13/00013_00058_00013.png
37,38,5,6,32,33,13,Train/13/00013_00058_00014.png
39,38,6,5,34,33,13,Train/13/00013_00058_00015.png
39,38,6,5,34,33,13,Train/13/00013_00058_00016.png
39,39,5,5,34,34,13,Train/13/00013_00058_00017.png
39,40,5,5,33,34,13,Train/13/00013_00058_00018.png
39,41,6,6,34,36,13,Train/13/00013_00058_00019.png
41,42,6,5,36,37,13,Train/13/00013_00058_00020.png
41,43,5,5,36,38,13,Train/13/00013_00058_00021.png
41,43,6,5,36,38,13,Train/13/00013_00058_00022.png
43,45,6,5,38,40,13,Train/13/00013_00058_00023.png
43,48,5,5,38,42,13,Train/13/00013_00058_00024.png
46,50,6,5,41,44,13,Train/13/00013_00058_00025.png
46,52,6,6,41,47,13,Train/13/00013_00058_00026.png
48,52,5,5,43,47,13,Train/13/00013_00058_00027.png
53,59,6,6,47,54,13,Train/13/00013_00058_00028.png
55,62,6,6,49,57,13,Train/13/00013_00058_00029.png
87,81,7,7,80,74,13,Train/13/00013_00059_00000.png
89,83,8,7,81,75,13,Train/13/00013_00059_00001.png
92,83,9,8,84,76,13,Train/13/00013_00059_00002.png
93,83,9,7,84,76,13,Train/13/00013_00059_00003.png
92,84,8,8,83,77,13,Train/13/00013_00059_00004.png
92,85,8,8,84,78,13,Train/13/00013_00059_00005.png
93,85,9,7,85,77,13,Train/13/00013_00059_00006.png
92,86,8,8,84,78,13,Train/13/00013_00059_00007.png
93,85,8,7,85,78,13,Train/13/00013_00059_00008.png
93,85,8,7,85,78,13,Train/13/00013_00059_00009.png
94,87,8,8,85,79,13,Train/13/00013_00059_00010.png
94,86,8,7,86,79,13,Train/13/00013_00059_00011.png
94,86,8,7,86,79,13,Train/13/00013_00059_00012.png
95,88,8,8,86,80,13,Train/13/00013_00059_00013.png
96,87,9,7,88,80,13,Train/13/00013_00059_00014.png
95,87,8,7,87,80,13,Train/13/00013_00059_00015.png
95,87,8,7,87,80,13,Train/13/00013_00059_00016.png
96,87,9,7,88,80,13,Train/13/00013_00059_00017.png
96,87,9,7,88,80,13,Train/13/00013_00059_00018.png
96,89,9,8,88,81,13,Train/13/00013_00059_00019.png
97,89,9,8,88,81,13,Train/13/00013_00059_00020.png
95,89,8,8,87,81,13,Train/13/00013_00059_00021.png
96,89,8,8,87,81,13,Train/13/00013_00059_00022.png
97,89,9,8,89,82,13,Train/13/00013_00059_00023.png
97,89,9,8,89,82,13,Train/13/00013_00059_00024.png
97,89,9,8,89,82,13,Train/13/00013_00059_00025.png
97,89,9,8,89,82,13,Train/13/00013_00059_00026.png
97,89,9,8,89,82,13,Train/13/00013_00059_00027.png
97,89,9,8,89,81,13,Train/13/00013_00059_00028.png
97,87,9,7,89,80,13,Train/13/00013_00059_00029.png
35,33,5,5,30,28,13,Train/13/00013_00060_00000.png
36,33,6,5,31,28,13,Train/13/00013_00060_00001.png
35,34,5,5,30,28,13,Train/13/00013_00060_00002.png
38,34,6,5,32,29,13,Train/13/00013_00060_00003.png
39,36,5,6,33,31,13,Train/13/00013_00060_00004.png
40,37,5,6,35,32,13,Train/13/00013_00060_00005.png
42,38,6,6,37,33,13,Train/13/00013_00060_00006.png
42,39,5,5,37,33,13,Train/13/00013_00060_00007.png
44,40,5,6,39,35,13,Train/13/00013_00060_00008.png
47,41,6,6,41,36,13,Train/13/00013_00060_00009.png
46,43,5,6,41,37,13,Train/13/00013_00060_00010.png
47,43,5,6,42,38,13,Train/13/00013_00060_00011.png
49,45,5,6,44,40,13,Train/13/00013_00060_00012.png
50,45,5,5,45,40,13,Train/13/00013_00060_00013.png
53,47,6,6,47,42,13,Train/13/00013_00060_00014.png
54,49,6,6,49,44,13,Train/13/00013_00060_00015.png
55,51,5,6,50,45,13,Train/13/00013_00060_00016.png
58,52,5,5,53,47,13,Train/13/00013_00060_00017.png
63,55,6,5,58,50,13,Train/13/00013_00060_00018.png
63,60,5,6,57,55,13,Train/13/00013_00060_00019.png
68,63,6,6,62,58,13,Train/13/00013_00060_00020.png
73,70,7,7,67,63,13,Train/13/00013_00060_00021.png
79,73,7,6,72,67,13,Train/13/00013_00060_00022.png
83,75,8,7,76,68,13,Train/13/00013_00060_00023.png
88,76,8,6,81,69,13,Train/13/00013_00060_00024.png
96,83,9,7,88,76,13,Train/13/00013_00060_00025.png
104,92,9,9,94,84,13,Train/13/00013_00060_00026.png
119,107,10,10,109,97,13,Train/13/00013_00060_00027.png
131,116,12,10,120,106,13,Train/13/00013_00060_00028.png
144,130,12,12,131,119,13,Train/13/00013_00060_00029.png
43,39,6,6,38,34,13,Train/13/00013_00061_00000.png
46,41,6,6,40,36,13,Train/13/00013_00061_00001.png
46,43,5,6,40,37,13,Train/13/00013_00061_00002.png
48,44,5,6,42,39,13,Train/13/00013_00061_00003.png
50,45,5,6,44,40,13,Train/13/00013_00061_00004.png
52,46,6,6,46,41,13,Train/13/00013_00061_00005.png
52,48,5,5,47,42,13,Train/13/00013_00061_00006.png
53,51,5,6,48,45,13,Train/13/00013_00061_00007.png
55,51,5,5,50,46,13,Train/13/00013_00061_00008.png
57,53,5,5,52,48,13,Train/13/00013_00061_00009.png
60,57,6,6,55,51,13,Train/13/00013_00061_00010.png
61,58,5,6,55,53,13,Train/13/00013_00061_00011.png
63,59,6,6,57,54,13,Train/13/00013_00061_00012.png
64,60,6,5,58,54,13,Train/13/00013_00061_00013.png
64,62,5,6,59,57,13,Train/13/00013_00061_00014.png
71,68,7,7,65,62,13,Train/13/00013_00061_00015.png
74,72,6,6,68,65,13,Train/13/00013_00061_00016.png
80,74,8,7,73,68,13,Train/13/00013_00061_00017.png
82,75,7,6,75,69,13,Train/13/00013_00061_00018.png
85,82,7,8,78,74,13,Train/13/00013_00061_00019.png
89,83,8,7,81,75,13,Train/13/00013_00061_00020.png
95,87,8,7,87,80,13,Train/13/00013_00061_00021.png
100,95,8,9,92,86,13,Train/13/00013_00061_00022.png
105,97,9,9,96,89,13,Train/13/00013_00061_00023.png
110,103,9,9,101,94,13,Train/13/00013_00061_00024.png
120,109,11,10,110,100,13,Train/13/00013_00061_00025.png
124,117,10,11,114,107,13,Train/13/00013_00061_00026.png
135,124,11,10,124,113,13,Train/13/00013_00061_00027.png
